work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2021,EN,FT,DevOps Engineer,35000,EUR,41372,FR,100,FR,S
2021,EN,FT,Cloud Engineer,55000,GBP,75650,GB,100,GB,L
2021,EN,FT,Platform Engineer,27000,GBP,37137,GB,100,GB,M
2021,SE,FT,Site Reliability Engineer,150000,USD,150000,ES,100,US,M
2021,EN,FT,DevOps Engineer,350000,INR,4733,IN,100,IN,L
2021,MI,FT,Site Reliability Engineer,210000,USD,210000,US,50,US,L
2021,EN,FT,DevOps Engineer,80000,AUD,60040,AU,50,AU,S
2021,SE,FL,Cloud DevOps Engineer,100000,EUR,118205,IT,100,IT,M
2020,SE,FL,Site Reliability Engineer,55000,EUR,62726,FR,50,FR,L
2021,SE,FT,DevOps Manager,165000,USD,165000,US,100,US,L
2021,SE,FT,Site Reliability Engineer,115000,USD,115000,US,50,US,L
2021,MI,FT,DevOps Engineer,100000,USD,100000,US,100,US,S
2021,SE,FT,Site Reliability Engineer,97000,EUR,114659,IE,100,IE,L
2021,SE,FT,DevOps Engineer,150000,USD,150000,US,100,US,M
2021,SE,FT,Principal DevOps Engineer,151500,USD,151500,US,100,GB,L
2021,MI,FT,Site Reliability Engineer,125000,USD,125000,US,100,US,L
2020,MI,FT,DevOps Engineer,100000,USD,100000,US,100,US,L
2021,MI,FT,DevOps Engineer,140000,USD,140000,US,0,US,S
2020,MI,FT,DevOps Engineer,174000,SGD,126160,SG,0,SG,L
2021,EN,FT,DevOps Engineer,6300,USD,6300,PK,0,PK,S
2021,SE,FT,Cloud Architect,200000,USD,200000,US,50,US,M
2021,MI,FT,DevOps Engineer,22800,USD,22800,MY,100,MY,S
2021,EN,FT,Cloud DevOps Engineer,85000,USD,85000,US,50,US,L
2021,MI,FT,Cloud Security Engineer,110000,USD,110000,US,50,DE,L
2021,EN,FT,DevOps Engineer,480000,SEK,55916,SE,50,SE,S
2020,SE,FT,Staff DevOps Engineer,210000,USD,210000,US,0,US,L
2021,EN,FT,DevOps Engineer,288000,ZAR,19477,ZA,100,ZA,M
2021,MI,FT,Principal DevOps Engineer,145000,USD,145000,US,100,US,L
2021,MI,FT,Cloud Engineer,115000,USD,115000,US,100,US,L
2021,SE,FT,DevOps Architect,90000,GBP,123792,AU,100,GB,M
2020,SE,FT,Principal DevOps Engineer,130000,USD,130000,US,100,US,S
2020,MI,FT,Ansible Automation Engineer,95000,USD,95000,US,50,US,S
2021,MI,FT,Infrastructure Engineer,132000,USD,132000,US,100,US,L
2021,MI,FT,DevOps Engineer,165000,USD,165000,US,100,US,S
2021,EX,FT,Director of Infrastructure,300000,USD,300000,US,50,US,L
2021,MI,FT,Site Reliability Engineer,126500,USD,126500,US,100,US,L
2021,EX,FT,Manager of DevOps & Engineering Infrastructure,308781,USD,308781,US,100,US,L
2021,SE,FT,Cloud Architect,73000,EUR,86290,AT,50,AT,L
2021,EN,FT,Cloud DevOps Engineer,78000,USD,78000,US,100,US,M
2021,MI,FT,Cloud DevOps Engineer,135000,USD,135000,US,50,US,S
2021,EN,FT,DevOps Engineer,40000,EUR,47282,NL,100,NL,L
2020,EN,FT,DevOps Engineer,55000,EUR,62726,DE,50,DE,S
2020,MI,FT,Cloud DevOps Engineer,85000,GBP,109024,MX,100,GB,S
2021,EN,FT,Azure Cloud Engineer,4800,USD,4800,ZW,0,ZW,S
2021,MI,FT,DevOps Engineer,65000,GBP,89405,GB,50,GB,L
2021,SE,FT,DevOps Architect,150000,USD,150000,US,50,US,L
2020,SE,FT,Platform Engineer,135000,USD,135000,US,100,US,L
2021,EN,FT,DevOps Engineer,70000,CAD,55833,CA,100,CA,L
2021,EN,FT,DevOps Engineer,55000,GBP,75650,GB,100,GB,S
2020,MI,FT,Infrastructure Engineer,82000,GBP,105176,GB,100,GB,M
2020,MI,FT,Cloud Engineer,680000,NOK,72308,NO,100,NO,L
2021,SE,FT,Cloud Engineer,110000,USD,110000,US,50,US,M
2021,MI,FT,Cloud Architect,50000,EUR,59102,FR,50,FR,M
2021,MI,FT,DevOps Engineer,71500,SGD,53204,SG,50,SG,M
2021,EN,FT,Infrastructure Engineer,44000,EUR,52010,DE,50,DE,S
2021,SE,FT,Principal DevOps Engineer,83000,GBP,114164,GB,50,GB,M
2020,MI,FT,Infrastructure Engineer,50000,USD,50000,CA,0,CA,L
2021,SE,FT,Principal DevOps Engineer,200000,USD,200000,US,100,DE,L
2021,EN,FT,DevOps Engineer,65000,CAD,51845,CA,100,CA,M
2020,MI,FT,DevOps Engineer,135000,USD,135000,US,100,US,M
2021,EN,FT,Platform Engineer,135000,USD,135000,US,100,US,L
2021,MI,FT,Site Reliability Engineer,141800,USD,141800,US,50,US,L
2021,MI,FT,Platform Engineer,100000,USD,100000,US,100,US,L
2020,MI,FT,DevOps Engineer,110000,USD,110000,US,100,US,L
2021,SE,FT,DevOps Engineer,58000,EUR,68559,BE,100,BE,M
2020,MI,FT,Client Platform Engineer,2400000,INR,32385,IN,100,US,S
2021,MI,FT,Site Reliability Engineer,100000,CAD,79762,CA,100,CA,L
2020,MI,FT,DevOps Engineer,92000,USD,92000,US,50,US,M
2020,MI,FT,DevOps Engineer,160000,USD,160000,US,100,US,M
2021,SE,FT,Azure Cloud Engineer,100000,CAD,79762,CA,100,US,L
2021,MI,FT,DevOps Automation Engineer,120000,USD,120000,US,100,US,L
2020,SE,FT,Site Reliability Engineer,78000,CAD,58179,CA,100,CA,L
2021,SE,FT,Cloud Infrastructure Engineer,550000,USD,550000,US,0,US,L
2020,EN,FT,Cloud Operations Engineer,87000,USD,87000,US,100,US,L
2021,MI,FT,Cloud Engineer,32600,USD,32600,UY,100,US,S
2021,SE,FT,Staff Site Reliability Engineer,1700000,CZK,78385,CZ,0,CZ,L
2021,SE,FT,Lead DevOps Engineer,125000,USD,125000,US,100,US,M
2021,SE,FT,Cloud DevOps Systems Engineer,93000,USD,93000,US,0,US,L
2020,MI,FT,DevOps Engineer,110729,USD,110729,US,100,US,M
2020,EX,PT,Director of Infrastructure,86000,EUR,98080,NL,50,NL,M
2021,SE,FT,Site Reliability Engineer,125000,CAD,99703,CA,100,CA,M
2021,SE,FT,Cloud Operations Engineer,67000,GBP,92156,GB,50,GB,L
2021,SE,FT,Lead DevOps Engineer,160000,AUD,120080,AU,100,AU,L
2021,SE,FT,Staff Site Reliability Engineer,180000,CAD,143572,CA,100,GB,M
2020,MI,FT,Cloud DevOps Engineer,150000,USD,150000,US,50,US,L
2021,SE,FT,Lead Platform Engineer,162000,USD,162000,US,100,US,L
2021,MI,FT,Data Platform Engineer,120000,NZD,84832,NZ,100,NZ,L
2020,SE,FT,Cloud Infrastructure Engineer,170000,USD,170000,US,100,US,S
2021,SE,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,L
2021,EN,FT,DevOps Engineer,70000,USD,70000,US,100,US,L
2021,EX,FT,DevOps Consultant,181000,USD,181000,US,50,US,L
2020,SE,FT,DevOps Engineer,175000,USD,175000,US,100,US,S
2021,EN,FT,DevOps Engineer,78000,USD,78000,US,100,US,L
2021,MI,FT,DevOps Engineer,37000,EUR,43736,PT,50,PT,L
2021,MI,FT,Site Reliability Engineer,96000,USD,96000,CR,100,US,M
2020,SE,FT,Principal Cloud Architect,153000,USD,153000,US,100,US,L
2021,EN,FT,Platform Engineer,126000,USD,126000,US,100,US,L
2021,MI,FT,DevOps Engineer,120000,USD,120000,US,100,US,M
2021,SE,FT,Principal Site Reliability Engineer,175000,GBP,240707,GB,100,US,L
2021,MI,FT,Site Reliability Engineer,135000,USD,135000,US,100,US,L
2020,SE,FT,Infrastructure Engineer,90000,USD,90000,CA,100,US,S
2021,EN,FT,Infrastructure Python Developer,74000,USD,74000,US,100,US,L
2021,SE,FT,DevOps Engineer,105000,USD,105000,US,50,US,S
2020,SE,FT,DevOps Engineer,140000,USD,140000,US,100,US,L
2021,MI,FT,Site Reliability Engineer,135000,USD,135000,US,100,US,S
2021,MI,FT,DevOps Engineer,55000,GBP,75650,GB,100,GB,L
2020,MI,FT,Azure DevOps Engineer,80000,NZD,51945,NZ,50,NZ,L
2020,SE,FT,Site Reliability Engineer,100000,USD,100000,US,100,US,L
2020,SE,FT,QA Automation Engineer,148000,USD,148000,US,50,US,M
2021,SE,FT,DevOps Engineer,56500,GBP,77714,GB,100,GB,L
2021,SE,FT,Cloud Platform Engineer,88000,EUR,104021,IE,0,IE,M
2020,MI,FT,Cloud DevOps Systems Engineer,60000,USD,60000,BR,100,US,S
2021,MI,FT,Cloud Engineer,65000,GBP,89405,GB,100,GB,M
2021,SE,FT,DevOps Engineer,200000,USD,200000,US,100,US,L
2020,EN,FT,DevOps Engineer,85000,AUD,58542,AU,100,AU,L
2021,MI,FT,Cloud Engineer,100000,USD,100000,US,50,US,L
2021,EN,FT,Cloud DevOps Engineer,95000,AUD,71297,AU,100,AU,L
2020,SE,FT,Staff DevOps Engineer,168000,USD,168000,US,50,US,L
2021,MI,FT,Cloud Infrastructure Engineer,68208,EUR,80625,BE,100,BE,M
2020,SE,FT,Cloud Architect,60000,EUR,68428,ES,0,ES,L
2021,EN,FT,Cloud DevOps Engineer,28500,GBP,39200,GB,100,GB,S
2020,SE,FT,Principal Site Reliability Engineer,100000,USD,100000,TH,0,TH,L
2021,MI,FT,Lead DevOps Engineer,87500,USD,87500,US,100,US,L
2021,MI,FT,Infrastructure Engineer,150000,AUD,112575,AU,0,AU,S
2021,SE,FT,DevOps Engineer,80000,EUR,94564,PT,100,NL,L
2021,SE,FT,Infrastructure Engineer,115000,AUD,86307,AU,0,AU,M
2021,SE,FT,DevOps Engineer,36000,USD,36000,TR,50,TR,M
2021,SE,FT,DevOps Engineer,115000,AUD,86307,AU,50,AU,M
2021,SE,FT,Site Reliability Engineer,160000,CAD,127620,CA,100,US,L
2021,MI,FT,DevOps Engineer,105000,USD,105000,US,100,US,L
2021,SE,FT,DevOps Engineer,70000,EUR,82744,LT,50,DE,M
2021,MI,FT,DevOps Engineer,107000,CAD,85346,CA,100,CA,L
2021,SE,FT,Azure DevOps Engineer,70000,EUR,82744,DE,100,DE,L
2021,SE,FT,Cloud Engineer,140000,USD,140000,US,100,US,L
2021,SE,FT,Manager of DevOps & Engineering Infrastructure,60000,EUR,70923,ES,100,ES,M
2020,MI,FT,DevOps Developer,71500,USD,71500,US,50,US,L
2020,SE,FT,Lead DevOps Engineer,135000,AUD,92979,AU,100,AU,L
2021,SE,FT,DevOps Engineer,80000,GBP,110037,GB,100,GB,L
2021,MI,FT,DevOps Engineer,121000,USD,121000,US,100,US,L
2020,EN,FT,Cloud DevOps Engineer,60000,EUR,68428,IE,100,IE,M
2021,EX,FT,Director of Infrastructure,225000,USD,225000,US,100,US,L
2020,MI,FT,DevOps Engineer,42000,EUR,47899,NL,50,NL,L
2021,MI,FT,DevOps Engineer,120000,AUD,90060,AU,100,AU,M
2020,SE,FT,DevOps Engineer,115000,USD,115000,US,100,US,M
2021,SE,FT,Software QA Automation Engineer,108000,CAD,86143,CA,100,CA,L
2021,MI,FT,Site Reliability Engineer,45000,GBP,61896,GB,100,GB,L
2021,MI,FT,Cloud DevOps Engineer,138000,USD,138000,US,100,US,L
2021,SE,FT,Cloud DevOps Engineer,160000,USD,160000,US,100,US,L
2021,SE,FT,Manager of DevOps & Engineering Infrastructure,50500,GBP,69461,GB,100,GB,L
2021,SE,FT,DevOps Architect,69000,EUR,81562,SE,100,DE,L
2021,SE,FT,DevOps Engineer,80000,EUR,94564,DE,50,DE,L
2021,MI,FT,DevOps Engineer,75000,EUR,88654,IE,0,US,L
2021,MI,FT,Cloud Infrastructure Engineer,145000,CAD,115655,CA,100,US,L
2021,SE,FT,Platform Engineer,190000,USD,190000,US,100,US,L
2021,MI,FT,DevOps Engineer,155000,USD,155000,US,100,US,M
2020,SE,FT,DevOps Engineer,150000,USD,150000,US,100,US,M
2021,SE,FT,Lead DevOps Engineer,170000,USD,170000,US,100,US,L
2021,MI,FT,DevOps Consultant,2320,EUR,2742,AL,50,DE,L
2021,MI,FT,DevOps Engineer,130000,USD,130000,US,100,US,M
2021,MI,FT,Cloud Engineer,53000,EUR,62649,PT,100,PT,L
2020,MI,FT,DevOps Engineer,125000,USD,125000,US,50,US,S
2021,SE,FT,DevSecOps Engineer,582000,SEK,67798,SE,100,SE,L
2020,MI,FT,Cloud DevOps Engineer,225000,CAD,167825,CA,100,CA,M
2021,SE,FT,DevOps Engineer,205000,USD,205000,US,100,US,L
2020,SE,FT,DevOps Engineer,65000,EUR,74130,DE,100,DE,L
2021,MI,FT,Site Reliability Engineer,138000,CAD,110072,CA,100,CA,L
2021,SE,FT,DevOps Engineer,54000,EUR,63831,EE,100,EE,M
2021,MI,FT,Azure Cloud Engineer,100000,USD,100000,US,100,US,L
2021,SE,FT,Cloud Infrastructure Architect,202000,USD,202000,US,50,US,M
2021,MI,FT,Lead DevOps Engineer,150000,USD,150000,US,100,US,M
2021,EN,FT,DevOps Engineer,480000,SEK,55916,SE,100,SE,L
2021,SE,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,M
2021,SE,FT,Cloud DevOps Engineer,1200000,MXN,59153,MX,100,US,M
2021,SE,FT,Cloud DevOps Systems Engineer,93000,EUR,109931,DE,100,DE,L
2021,SE,FT,Lead Platform Engineer,75000,GBP,103160,GB,100,GB,L
2021,MI,FT,DevOps Engineer,13000,EUR,15366,BA,50,BA,L
2021,SE,FT,Cloud Operations Engineer,180000,CAD,143572,CA,100,US,L
2021,EN,FT,DevOps Engineer,39060,EUR,46171,FI,0,FI,L
2021,SE,FT,DevOps Engineer,600000,DKK,95365,DK,50,DK,M
2020,MI,FT,DevOps Engineer,33000,EUR,37635,ES,100,NL,L
2021,SE,FT,DevOps Manager,167000,USD,167000,US,100,US,L
2021,SE,FT,Site Reliability Engineer,156000,USD,156000,US,100,US,L
2020,MI,FT,DevOps Engineer,43600,GBP,55923,GB,100,GB,L
2020,SE,FT,Cloud Infrastructure Engineer,165000,USD,165000,US,100,US,L
2021,MI,FT,DevOps Engineer,50000,GBP,68773,GB,100,GB,L
2021,SE,CT,Cloud Architect,195000,USD,195000,US,100,US,M
2021,MI,FT,Cloud Engineer,60000,EUR,70923,DE,100,DE,L
2021,MI,FT,DevSecOps Engineer,75000,CAD,59821,CA,50,CA,S
2021,SE,FT,Infrastructure Engineer,130000,USD,130000,US,100,US,L
2021,EX,FT,Platform Engineering Manager,130000,GBP,178811,GB,50,GB,M
2020,SE,FT,Platform Engineering Manager,189750,USD,189750,US,100,US,M
2021,SE,FT,Site Reliability Engineer,95000,EUR,112295,AT,100,US,M
2021,SE,FT,DevOps Manager,46000,GBP,63271,GB,0,GB,L
2021,MI,FT,Staff Platform Engineer,54000,USD,54000,MX,100,US,L
2020,MI,FT,DevOps Engineer,105000,CHF,111892,CH,50,CH,L
2020,SE,FT,Site Reliability Engineering Manager,143000,USD,143000,US,100,US,M
2021,SE,FT,Site Reliability Engineer,1400000,INR,18933,IN,100,IN,L
2021,SE,FT,Director of Infrastructure,250000,CAD,199406,CA,100,CA,M
2021,MI,FT,DevOps Manager,100000,USD,100000,US,100,US,L
2021,SE,FT,Principal Cloud Architect,110000,EUR,130026,DE,50,DE,M
2020,SE,FT,Automation Engineer,127000,USD,127000,US,100,US,L
2021,MI,FT,Platform Engineer,167000,USD,167000,US,50,US,L
2021,SE,FT,DevOps Manager,95000,CAD,75774,CA,100,CA,M
2021,SE,FT,DevOps Engineer,150000,USD,150000,US,100,US,S
2021,SE,FT,Azure DevOps Engineer,120000,ZAR,8115,ZA,100,GB,M
2021,SE,FT,Cloud Infrastructure Architect,3100000,INR,41923,IN,50,US,M
2021,MI,FT,Cloud Engineer,37000,EUR,43736,NL,50,NL,L
2020,EX,FT,Site Reliability Engineering Manager,130000,USD,130000,US,100,US,S
2021,SE,FT,Cloud DevOps Engineer,150000,USD,150000,US,100,US,L
2021,SE,FT,DevOps Infrastructure Engineer,48500,EUR,57329,ES,100,ES,L
2020,SE,FT,DevSecOps Engineer,140000,USD,140000,US,100,US,L
2021,EN,FT,Infrastructure Engineer,168000,ILS,52020,IL,50,IL,S
2021,SE,FT,DevOps Engineer,236000,USD,236000,US,100,US,L
2021,MI,FT,DevOps Engineer,130000,CAD,103691,CA,100,US,L
2021,MI,FT,Cloud Engineer,95000,USD,95000,US,100,US,M
2020,EN,CT,DevOps Engineer,75000,PLN,19254,PL,100,PL,M
2021,SE,FT,Cloud Engineer,165000,USD,165000,US,100,US,S
2020,EN,FT,DevOps Engineer,75000,PLN,19254,PL,100,PL,M
2021,SE,FT,DevOps Engineer,85000,EUR,100474,DE,100,DE,L
2021,MI,FT,DevOps Manager,150000,USD,150000,US,100,US,M
2020,MI,FT,Cloud DevOps Engineer,110000,USD,110000,US,0,US,L
2021,SE,FT,DevOps Engineer,106000,USD,106000,US,100,US,L
2021,SE,FT,DevOps Consultant,1500000,INR,20285,IN,100,IN,L
2021,MI,FT,DevOps Engineer,48000,EUR,56738,DE,50,DE,M
2021,EN,FT,DevOps Consultant,85000,USD,85000,US,100,US,L
2021,MI,FT,DevOps Engineer,110000,USD,110000,US,100,US,M
2021,SE,CT,Cloud Engineer,120000,GBP,165056,GB,50,GB,L
2021,MI,FT,Site Reliability Engineer,139000,USD,139000,US,100,US,M
2021,EN,FT,DevOps Consultant,460000,NOK,53508,NO,0,NO,M
2020,SE,FT,Cloud Architect,53000,DKK,8108,DK,100,DK,L
2020,MI,FT,Cloud Engineer,117000,USD,117000,US,100,US,S
2021,SE,FT,DevOps Architect,1100000,ZAR,74393,ZA,100,ZA,L
2021,MI,FT,Site Reliability Engineer,165000,USD,165000,US,50,US,L
2021,SE,FT,Cloud DevOps Engineer,75000,USD,75000,BA,100,US,M
2021,EN,FT,Cloud Engineer,100000,USD,100000,US,100,US,L
2020,SE,FT,Infrastructure Engineer,60000,GBP,76958,GB,0,US,L
2020,MI,FT,Cloud DevOps Engineer,10000000,JPY,93684,JP,100,JP,L
2020,EN,FT,DevOps Architect,130000,USD,130000,CH,100,CH,L
2021,MI,FT,DevOps Engineer,150000,USD,150000,US,100,US,L
2021,SE,FT,Infrastructure Engineer,96000,EUR,113477,DE,100,DE,M
2021,EN,FT,Cloud Engineer,43000,EUR,50828,FR,50,US,L
2021,MI,FT,DevOps Engineer,119000,USD,119000,US,100,US,L
2021,SE,FT,DevOps Engineer,140000,USD,140000,US,100,US,L
2020,SE,FT,Site Reliability Engineer,150000,CAD,111883,CA,100,KR,L
2021,SE,FT,DevOps Engineer,35000,EUR,41372,MK,100,MK,L
2021,SE,FT,Site Reliability Engineer,96000,EUR,113477,DE,100,DE,L
2020,SE,FT,Cloud Infrastructure Engineer,140000,USD,140000,US,0,US,M
2021,MI,FT,Site Reliability Engineer,840000,NOK,97710,NO,50,NO,L
2021,SE,FT,Lead DevOps Engineer,155000,USD,155000,US,50,US,M
2021,SE,FT,Infrastructure Architect,170000,USD,170000,US,50,US,L
2021,SE,FT,Site Reliability Engineer,133000,EUR,157213,FI,100,FI,L
2020,MI,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,L
2020,MI,FT,Site Reliability Engineer,65000,EUR,74130,FR,100,FR,M
2021,MI,CT,Cloud Engineer,105000,GBP,144424,GB,100,GB,L
2020,MI,FT,DevOps Engineer,105000,USD,105000,US,100,US,M
2021,MI,FT,Infrastructure Engineer,5000,GBP,6877,GB,100,GB,M
2021,SE,FT,Site Reliability Engineer,65000,EUR,76833,NL,0,NL,L
2020,MI,CT,Automation Engineer,90000,USD,90000,US,0,US,L
2021,EN,FT,Site Reliability Engineer,37000,EUR,43736,FR,100,FR,M
2020,SE,FT,Site Reliability Engineer,136000,USD,136000,US,50,US,L
2021,MI,FT,Cloud DevOps Engineer,125000,CAD,99703,CA,50,CA,L
2021,SE,FT,Principal Site Reliability Engineer,140000,CAD,111667,CA,100,CA,L
2021,EN,FT,Cloud Infrastructure Engineer,610000,NOK,70956,NO,0,NO,L
2021,MI,FT,DevOps Consultant,119000,USD,119000,US,100,US,M
2021,SE,FT,DevOps Architect,160000,USD,160000,US,100,US,M
2021,SE,FT,Platform Engineer,87000,GBP,119665,GB,100,GB,S
2021,EN,FT,DevOps Engineer,50000,EUR,59102,DE,100,DE,M
2021,SE,FT,DevOps Infrastructure Engineer,163000,USD,163000,US,100,US,M
2021,MI,FT,Cloud Architect,140000,USD,140000,US,100,US,L
2021,SE,FT,Site Reliability Engineer,155000,USD,155000,US,100,US,M
2021,SE,FT,Cloud DevOps Systems Engineer,110000,EUR,130026,IE,100,IE,M
2021,MI,CT,DevOps Engineer,150000,USD,150000,US,100,US,L
2020,MI,FT,DevOps Engineer,130000,USD,130000,US,100,US,S
2020,SE,FT,Cloud Engineer,165000,USD,165000,US,100,CH,L
2021,SE,FT,Site Reliability Engineer,150000,USD,150000,US,100,US,S
2020,EN,FT,DevOps Automation Engineer,80000,CAD,59671,CA,100,CA,L
2021,MI,FT,DevOps Engineer,82000,CAD,65405,CA,100,CA,M
2020,SE,FT,DevOps Engineer,61800,EUR,70481,FI,100,FI,L
2021,MI,FT,Site Reliability Engineer,147000,CAD,117251,CA,100,FI,M
2021,MI,FT,Site Reliability Engineer,160000,USD,160000,US,50,US,M
2021,SE,FT,DevOps Manager,120000,USD,120000,US,100,US,L
2021,SE,FT,Infrastructure Engineer,200000,USD,200000,US,100,US,M
2021,SE,FT,Site Reliability Engineer,147000,USD,147000,US,50,US,S
2020,SE,FT,DevOps Engineer,41000,GBP,52588,GB,100,GB,L
2020,MI,FT,Site Reliability Engineer,46000,EUR,52461,FR,100,FR,L
2021,EN,FT,Automation Engineer,72000,USD,72000,US,100,US,L
2021,MI,FT,Site Reliability Engineer,100000,CHF,109371,CH,50,CH,L
2021,MI,FT,Cloud Architect,36000,USD,36000,AM,0,AM,L
2020,EN,FT,Cloud Operations Engineer,87000,CHF,92710,CH,0,CH,L
2021,MI,FT,DevOps Engineer,115000,USD,115000,US,100,US,L
2021,MI,FT,DevOps Engineer,171000,USD,171000,US,100,US,M
2020,EN,FT,DevOps Engineer,90000,USD,90000,US,100,US,M
2020,EN,FT,DevOps Engineer,80000,USD,80000,US,100,US,L
2020,EX,FT,DevOps Engineer,125000,USD,125000,US,100,US,S
2021,EN,FT,DevOps Engineer,70000,USD,70000,US,0,US,L
